uniqueID,site,plot,quad,ind,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds_08.08.2017,flrs_08.08.2017,fruits_08.08.2017,longest.fruit.1,herb_08.08.2017,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds_14.08.2017,flrs_14.08.2017,fruits_14.08.2017,longest.fruit.2,herb_14.08.2017,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds_21.08.2017,flrs_21.08.2017,fruits_21.08.2017,longest.fruit.3,herb_21.08.2017,ind,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds_28.08.2017,flrs_28.08.2017,fruits_28.08.2017,longest.fruit.4,herb_28.08.2017,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds_03.09.2017,flrs_03.09.2017,fruits_03.09.2017,longest.fruit.5,herb_03.09.2017,date.6,phen.6,stem.diam6,height.6,total.branch.6,longest.leaf.6,buds_11.09.2017,flrs_11.09.2017,fruits_11.09.2017,longest.fruit.6,herb_11.09.2017,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds_18.09.2017,flrs_18.09.2017,fruits_18.09.2017,longest.fruit.7,herb_18.09.2017,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds_30.09.2017,flrs_30.09.2017,fruits_30.09.2017,longest.fruit.8,canopy.width.8,herb_30.09.2017
LVTR2 PNA QNA #13,LVTR2,NA,NA,13,(8/9/17),P,N,8/9/17,3.84,20,13,NA,NA,NA,55,5.5,NA,P,8/15/17,3.84,20,13,NA,NA,NA,55,5.5,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #14,LVTR2,NA,NA,14,(8/9/17),P,N,8/9/17,2.03,24,1,NA,NA,NA,7,5.4,NA,P,8/15/17,2.03,24,1,NA,NA,NA,7,5.4,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #15,LVTR2,NA,NA,15,(8/9/17),V,N,8/9/17,1.96,3,2,0.7,NA,NA,NA,NA,NA,V,8/15/17,1.96,3,2,0.7,NA,NA,NA,NA,NA,V,8/21/17,1.96,3,2,0.7,NA,NA,NA,NA,NA,15,V,8/28/17,1.96,3,2,0.7,NA,NA,NA,NA,NA,9/2/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #16,LVTR2,NA,NA,16,(8/9/17),SX,N,8/9/17,2.61,19,1,NA,NA,NA,7,5.8,NA,SX,8/15/17,2.61,19,1,NA,NA,NA,7,5.8,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #17,LVTR2,NA,NA,17,(8/9/17),SX,N,8/9/17,2.27,14.5,1,NA,NA,NA,2,5.2,NA,SX,8/15/17,2.27,14.5,1,NA,NA,NA,2,5.2,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,F,3,13,3,NA,4,1,2,5,NA,9/11/17,F,3,13,3,NA,4,2,3,5,NA,9/18/17,F,3,13,3,NA,2,2,4,5,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #18,LVTR2,NA,NA,18,(8/9/17),P,N,8/9/17,2.74,24.6,1,NA,NA,NA,10,6.4,NA,S,8/15/17,2.74,24.6,1,NA,NA,NA,10,6.4,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #19,LVTR2,NA,NA,19,(8/9/17),F,N,8/9/17,1.66,10,3,NA,NA,1,NA,NA,NA,P,8/15/17,1.66,10,3,NA,NA,NA,NA,NA,2,P/B,8/21/17,1.66,10,3,NA,2,0,0,NA,2,19,B,8/28/17,1.66,10,3,NA,2,0,0,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #20,LVTR2,NA,NA,20,(8/9/17),SX,N,8/9/17,1.47,18.5,1,NA,NA,NA,4,4,NA,SX,8/15/17,1.47,18.5,1,NA,NA,NA,4,4,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #21,LVTR2,NA,NA,21,(8/9/17),SX,N,8/9/17,2.06,15,1,NA,NA,NA,5,5.6,NA,SX,8/15/17,2.06,15,1,NA,NA,NA,5,5.6,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR2 PNA QNA #22,LVTR2,NA,NA,22,(8/9/17),V,N,8/9/17,1.17,8.3,1,1.5,NA,NA,NA,NA,NA,V,8/15/17,1.17,8.3,1,1.5,NA,NA,NA,NA,NA,V,8/21/17,1.17,8.3,1,1.5,NA,NA,NA,NA,2,22,V,8/28/17,1.17,8.3,1,1.5,NA,NA,NA,NA,NA,9/2/17,V,1.17,8.3,1,1.5,NA,NA,NA,NA,NA,9/11/17,V,1.17,8.3,1,1.5,NA,NA,NA,NA,NA,9/18/17,V,1.17,8.3,1,1.5,NA,NA,NA,NA,NA,9/30/17,V,1.74,1.7,1,NA,NA,NA,NA,NA,1.6,NA
LVTR2 PNA QNA #23,LVTR2,NA,NA,23,(8/9/17),V,N,8/9/17,~1.0*,3.3,1,0.6,NA,NA,NA,NA,NA,V,8/15/17,~1.0*,3.3,1,0.6,NA,NA,NA,NA,NA,V,8/21/17,~1.0*,3.3,1,0.6,NA,NA,NA,NA,NA,23,V,8/28/17,~1.0*,5,1,0.6,NA,NA,NA,NA,NA,9/2/17,V,1,5,1,0.6,NA,NA,NA,NA,NA,9/11/17,V,1,5,1,0.6,NA,NA,NA,NA,NA,9/18/17,V,1,5,1,0.6,NA,NA,NA,NA,NA,9/30/17,V,1.18,1.2,2,NA,NA,NA,NA,NA,1.4,1
LVTR2 PNA QNA #24,LVTR2,NA,NA,24,(8/9/17),V,N,8/9/17,1.31,3,1,0.5,NA,NA,NA,NA,NA,V,8/15/17,1.31,3,1,0.5,NA,NA,NA,NA,NA,V,8/21/17,1.31,3,1,0.5,NA,NA,NA,NA,NA,24,V,8/28/17,1.31,4.5,1,0.5,NA,NA,NA,NA,1,9/2/17,V,1.31,4.5,1,0.5,NA,NA,NA,NA,NA,9/11/17,V,1.31,4.5,1,0.5,NA,NA,NA,NA,NA,9/18/17,V,1.31,4.5,1,0.5,NA,NA,NA,NA,NA,9/30/17,V,1.49,1.5,1,NA,NA,NA,NA,NA,1.1,NA
LVTR2 PNA QNA #25,LVTR2,NA,NA,25,(8/9/17),V,N,8/9/17,1.49,3,1,1.4,NA,NA,NA,NA,NA,V,8/15/17,1.49,3,1,1.4,NA,NA,NA,NA,NA,V,8/21/17,1.49,3,1,1.4,NA,NA,NA,NA,NA,25,V,8/28/17,1.49,7,1,1.4,NA,NA,NA,NA,NA,9/2/17,V,1.49,7,1,1.4,NA,NA,NA,NA,NA,9/11/17,V,1.49,7,1,1.4,NA,NA,NA,NA,NA,9/18/17,V,1.49,7,1,1.4,NA,NA,NA,NA,NA,9/30/17,V,1.39,1.4,1,NA,NA,NA,NA,NA,2.5,1
LVTR1 PNA QNA #1,LVTR1,NA,NA,1,(8/9/17),F,N,8/9/17,2.94,15.2,5,NA,5,3,5,7.5,NA,F,8/15/17,2.74,15.2,5,NA,9,5,5,7.5,NA,F,8/21/17,2.74,15.2,7,NA,12,4,10,7.5,NA,1,F,8/28/17,2.74,15.2,7,NA,11,5,12,7.5,NA,9/2/17,F,2.95,15.2,7,NA,7,4,14,6.6,NA,9/11/17,F,2.95,15.2,7,NA,5,1,13,6.6,NA,9/18/17,P,2.95,15.2,7,NA,0,0,14,6.6,NA,9/30/17,S,2.09,15.2,7,NA,0,0,11,No,NA,NA
LVTR1 PNA QNA #2,LVTR1,NA,NA,2,(8/9/17),P,N,8/9/17,1.65,13,1,NA,4,NA,1,8,NA,F,8/15/17,1.65,13,1,NA,18,1,1,8,NA,F,8/21/17,2.06,13,6,NA,17,8,2,8,NA,2,F,8/28/17,2.06,13,6,NA,13,6,7,8,NA,9/2/17,F,2.99,15,6,NA,8,7,11,8,NA,9/11/17,P,2.99,14.5,6,NA,6,NA,10,8,NA,9/18/17,P,2.99,14.5,6,NA,0,0,10,8,NA,9/30/17,S,2.17,12.5,5,NA,0,0,12,5.4,NA,NA
LVTR1 PNA QNA #3,LVTR1,NA,NA,3,(8/9/17),F,N,8/9/17,1.4,9.1,3,NA,8,5,NA,NA,NA,F,8/15/17,1.4,9.1,3,NA,9,4,2,1,NA,F,8/21/17,1.4,10.8,3,NA,6,4,5,4.6,NA,3,F,8/28/17,1.87,10.8,3,NA,3,4,6,4.6,NA,9/2/17,F,1.87,10.8,3,NA,4,3,7,5,NA,9/11/17,P,1.87,10.8,3,NA,3,NA,7,5.1,NA,9/18/17,P,1.87,10.8,3,NA,0,0,7,5.1,NA,9/30/17,S,2.17,10.6,3,NA,0,0,6,No,NA,NA
LVTR1 PNA QNA #4,LVTR1,NA,NA,4,(8/9/17),P,N,8/9/17,1.57,12,2,NA,NA,NA,5,6.3,NA,S,8/15/17,1.57,12,2,NA,NA,NA,5,6.3,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #5,LVTR1,NA,NA,5,(8/9/17),P,N,8/9/17,1.9,10.5,3,NA,NA,NA,8,5.2,NA,P,8/15/17,1.9,10.5,3,NA,NA,NA,8,5.2,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #6,LVTR1,NA,NA,6,(8/9/17),F,N,8/9/17,3.31,14,5,NA,NA,3,2,4,NA,P,8/15/17,3.31,14,5,NA,NA,NA,4,4,NA,F,8/21/17,3.31,14,5,NA,8,1,3,5.2,2,6,F,8/28/17,3.31,14,5,NA,8,4,4,5.1,1,9/2/17,F,3.89,14,5,NA,4,2,8,5.1,NA,9/11/17,F,3.89,14,5,NA,2,1,7,5.3,NA,9/18/17,P,3.89,14,5,NA,0,0,6,5.3,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #7,LVTR1,NA,NA,7,(8/9/17),P,N,8/9/17,1.58,10,1,NA,NA,NA,1,5.4,NA,S,8/15/17,1.58,10,1,NA,NA,NA,1,5.4,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #8,LVTR1,NA,NA,8,(8/9/17),F,N,8/9/17,1.78,14.4,3,NA,2,1,6,8,NA,P,8/15/17,1.78,14.4,3,NA,6,0,6,8,NA,S,8/21/17,1.78,14.4,3,NA,1,0,7,8,1,8,B,8/28/17,1.78,14.4,3,NA,1,0,7,8,NA,9/2/17,B,2.79,14.4,5,NA,4,0,7,8,NA,9/11/17,B,NA,NA,NA,NA,2,NA,NA,NA,NA,9/18/17,V/S,2.79,14.4,5,NA,0,0,7,7.7,NA,9/30/17,V/SX,2.93,7.8*,5,0.9,NA,NA,NA,NA,2.4,NA
LVTR1 PNA QNA #9,LVTR1,NA,NA,9,(8/9/17),P,N,8/9/17,1.79,11,2,NA,NA,NA,2,4.6,NA,P,8/15/17,1.79,11,2,NA,NA,NA,2,4.6,NA,S,8/21/17,1.79,11,2,NA,NA,NA,2,4.6,NA,9,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #10,LVTR1,NA,NA,10,(8/9/17),P,N,8/9/17,2.15,14.5,5,NA,NA,NA,2,4.4,NA,S,8/15/17,2.15,14.5,5,NA,NA,NA,2,4.4,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,B,8/28/17,2.15,14.5,5,NA,3,NA,NA,NA,NA,9/2/17,F,2.19,14.5,5,NA,3,1,1,4.4,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #11,LVTR1,NA,NA,11,(8/9/17),S,N,8/9/17,1.82,11.3,2,NA,NA,NA,6,4.6,NA,S,8/15/17,1.82,11.3,2,NA,NA,NA,6,4.6,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #12,LVTR1,NA,NA,12,(8/9/17),S,N,8/9/17,2.1,10,3,NA,NA,NA,7,4.2,NA,SX,8/15/17,2.1,10,3,NA,NA,NA,7,4.2,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #13,LVTR1,NA,NA,13,(8/9/17),S,N,8/9/17,1.86,12,1,NA,NA,NA,4,5.1,NA,SX,8/15/17,1.86,12,1,NA,NA,NA,4,5.1,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #14,LVTR1,NA,NA,14,(8/9/17),P,N,8/9/17,1.26,10,1,NA,NA,NA,1,2.7,NA,S,8/15/17,1.26,10,1,NA,NA,NA,1,2.7,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #15,LVTR1,NA,NA,15,(8/9/17),V,N,8/9/17,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,V,8/15/17,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,V,8/21/17,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,15,V,8/28/17,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,9/2/17,V,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,9/11/17,V,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,9/18/17,V,1.27,2.8,1,0.6,NA,NA,NA,NA,NA,9/30/17,V,0.95,2.4,1,0.9,NA,NA,NA,NA,1.6,NA
LVTR1 PNA QNA #16,LVTR1,NA,NA,16,(8/9/17),SX,N,8/9/17,1.76,11,1,NA,NA,NA,3,4.1,NA,SX,8/15/17,1.76,11,1,NA,NA,NA,3,4.1,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #17,LVTR1,NA,NA,17,(8/9/17),P,N,8/9/17,1.2,7.1,2,NA,NA,NA,1,1.6,NA,P,8/15/17,1.2,7.1,2,NA,NA,NA,1,1.6,NA,P,8/21/17,1.2,7.1,2,NA,NA,NA,1,1.6,NA,17,P,8/28/17,1.2,7.1,2,NA,NA,NA,1,1.6,NA,9/2/17,P,1.2,7.1,2,NA,NA,NA,1,1.6,NA,9/11/17,P,1.2,8,2,NA,NA,NA,1,1.6,NA,9/18/17,P,1.2,8,2,NA,0,0,1,1.6,NA,9/30/17,V,2.5,7.1,2,0.9,NA,NA,NA,NA,1.3,NA
LVTR1 PNA QNA #18,LVTR1,NA,NA,18,(8/9/17),B,N,8/9/17,0.72,5,1,NA,2,NA,NA,NA,NA,B,8/15/17,0.72,5,1,NA,2,NA,NA,NA,NA,B,8/21/17,0.72,5,1,NA,2,NA,NA,NA,NA,18,F,8/28/17,0.72,5,1,NA,3,1,NA,NA,NA,9/2/17,F,2.1,5,1,NA,2,2,1,1,NA,9/11/17,P,2.1,5,1,NA,NA,0,2,4.1,NA,9/18/17,P,2.1,5,1,NA,0,0,2,4.1,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #19,LVTR1,NA,NA,19,(8/9/17),P,N,8/9/17,2.63,11.6,NA,NA,NA,NA,4,5.2,NA,P,8/15/17,2.63,11.6,NA,NA,NA,NA,4,5.2,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,V/F,2.13,10.2,2,NA,NA,NA,3,5.2,NA,9/18/17,V/S,2.13,10.2,2,NA,0,0,3,5.2,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #20,LVTR1,NA,NA,20,(8/9/17),SX,N,8/9/17,1.12,12,1,NA,NA,NA,2,5,NA,SX,8/15/17,1.12,12,1,NA,NA,NA,2,5,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #21,LVTR1,NA,NA,21,(8/9/17),P,N,8/9/17,1.19,9.1,1,NA,2,NA,1,5.1,NA,P,8/15/17,1.19,9.1,1,NA,3,0,1,5.1,NA,P/B,8/21/17,1.19,9.1,1,NA,7,0,1,5.1,NA,21,P/B,8/28/17,1.19,9.1,1,NA,3,1,1,5.1,NA,9/2/17,F,1.19,9.1,1,NA,4,1,2,5.1,NA,9/11/17,F,1.19,9.1,2,NA,2,1,3,5.3,NA,9/18/17,P,1.19,9.1,2,NA,0,0,3,5.3,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #22,LVTR1,NA,NA,22,(8/9/17),P,N,8/9/17,2.85,12.3,2,NA,NA,NA,6,4,NA,P,8/15/17,2.85,12.3,2,NA,3,0,6,4,NA,P/B,8/21/17,2.85,12.3,2,NA,4,0,6,4,NA,22,P/B,8/28/17,2.85,12.3,2,NA,2,3,6,4,NA,9/2/17,F,3.02,12.3,2,NA,5,1,NA,4,NA,9/11/17,S,3.02,10.3,2,NA,0,0,5,4.3,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #23,LVTR1,NA,NA,23,(8/9/17),P,N,8/9/17,1.54,7.5,1,NA,NA,NA,NA,NA,NA,B,8/15/17,1.54,7.5,1,NA,4,0,NA,NA,NA,B,8/21/17,1.54,7.5,1,NA,4,NA,NA,NA,NA,23,B,8/28/17,1.54,7.5,1,NA,3,2,NA,NA,NA,9/2/17,F,1.98,7.5,1,NA,1,1,2,1.5,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #24,LVTR1,NA,NA,24,(8/9/17),F,N,8/9/17,1.56,11.8,3,NA,2,2,4,4.2,2,F,8/15/17,1.56,11.8,3,NA,2,2,5,4.2,NA,P,8/21/17,1.56,11.8,3,NA,5,0,7,4.2,NA,24,P,8/28/17,1.56,11.8,3,NA,3,1,7,4.2,NA,9/2/17,F,1.91,11.8,3,NA,4,1,6,4.9,NA,9/11/17,P,1.91,10.5,3,NA,NA,NA,6,4.9,NA,9/18/17,S,1.91,10.5,3,NA,0,0,6,4.9,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVTR1 PNA QNA #25,LVTR1,NA,NA,25,(8/9/17),P,N,8/9/17,1.93,10.5,1,NA,NA,NA,3,4.6,NA,SX,8/15/17,1.93,10.5,1,NA,NA,NA,3,4.6,NA,SX,8/21/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,SX,8/28/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #1,LV1,1,NA,1,(8/9/17),V,Y,8/9/17,1.8,1.3,2,1,NA,NA,NA,NA,NA,V,8/15/17,1.8,1.8,2,1,NA,NA,NA,NA,NA,B,8/22/17,1.8,1.8,2,NA,4,NA,NA,NA,NA,1,B,8/29/17,1.8,2.7,2,NA,10,NA,NA,NA,NA,9/3/17,F,1.35,0.9,1,0.9,NA,NA,NA,NA,NA,9/12/17,F,2.22,5.2,3,NA,8,2,2,3.1,NA,9/19/17,F,2.22,7,3,NA,8,3,2,4.1,NA,9/30/17,P,2.02,6,3,NA,NA,NA,2,3.9,NA,NA
LV1 P1 QNA #1-1,LV1,1,NA,1-Jan,(8/29/2017),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Jan,V,8/29/17,0.96,0.6,1,0.6,NA,NA,NA,NA,NA,9/3/17,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,V,1.35,0.9,1,0.9,NA,NA,NA,NA,NA,9/19/17,V,1.35,0.9,1,0.9,NA,NA,NA,NA,NA,9/30/17,V,1.47,1.4,1,1,NA,NA,NA,NA,2,NA
