"","uniqueID","site","plot","quad","ind","emerg.date","phen.1","itero.per.","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds_08.08.2017","flrs_08.08.2017","fruits_08.08.2017","longest.fruit.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds_14.08.2017","flrs_14.08.2017","fruits_14.08.2017","longest.fruit.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds_21.08.2017","flrs_21.08.2017","fruits_21.08.2017","longest.fruit.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds_28.08.2017","flrs_28.08.2017","fruits_28.08.2017","longest.fruit.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds_03.09.2017","flrs_03.09.2017","fruits_03.09.2017","longest.fruit.5","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds_30.09.2017","flrs_30.09.2017","fruits_30.09.2017","longest.fruit.8","canopy.width.8","date.6","phen.6","stem.diam6","height.6","total.branch.6","longest.leaf.6","buds.8","flrs.6","fruits.6","longest.fruit.6","notes.6","protocol.notes.6","uniqueID_6","matches.","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7"
"40","LV1 P1 QNA #3","LV1",1,NA,"3","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #3","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","LV1 P1 QNA #30","LV1",1,NA,"30","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #30","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","LV1 P1 QNA #31","LV1",1,NA,"31","(8/9/17)","V","N","8/9/17","3.81",3,2,1.3,0,0,0,NA,"V","8/15/17","3.81",3,2,1.3,0,0,0,NA,"V","8/22/17","3.81",3,2,1.3,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #31","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","LV1 P1 QNA #32","LV1",1,NA,"32","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #32","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","LV1 P1 QNA #33","LV1",1,NA,"33","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #33","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","LV1 P1 QNA #34","LV1",1,NA,"34","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #34","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","LV1 P1 QNA #35","LV1",1,NA,"35","(8/9/17)","V","Y","8/9/17","3.16",5.3,4,0.6,0,0,0,NA,"V","8/15/17","3.16",5.3,4,0.6,0,0,0,NA,"B","8/22/17","3.16",5.3,4,NA,3,0,0,NA,"B","8/29/17","3.16",5.3,4,NA,2,0,0,NA,"9/3/17","B",3.16,5.3,4,NA,4,0,0,NA,"9/30/17","SX",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","Sx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #35","Y","9/19/17","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","LV1 P1 QNA #36","LV1",1,NA,"36","(8/9/17)","V","N","8/9/17","1.02",3,1,1.1,0,0,0,NA,"V","8/15/17","1.02",3,1,1.1,0,0,0,NA,"V","8/22/17","1.02",3,1,1.1,0,0,0,NA,"V","8/29/17","1.02",3,1,1.1,0,0,0,NA,"9/3/17","V",1.14,3,1,1.1,0,0,0,NA,"9/30/17","V",1.54,"2.2","1",1.3,0,0,0,NA,2.5,"9/12/17","V","1.14","3","1","1.1",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #36","Y","9/19/17","V",1.14,3,"1","1.1",NA,NA,NA,NA,NA
"48","LV1 P1 QNA #37","LV1",1,NA,"37","(8/9/17)","V","N","8/9/17","0.46",3.8,1,0.8,0,0,0,NA,"V","8/15/17","0.46",3.8,1,0.8,0,0,0,NA,"V","8/22/17","0.46",3.8,1,0.8,0,0,0,NA,"V","8/29/17","0.46",3.8,1,0.8,0,0,0,NA,"9/3/17","V",0.93,3.8,1,0.8,0,0,0,NA,"9/30/17","V",1.13,"2.2","1",0.7,0,0,0,NA,1.5,"9/12/17","V","0.93","3.8","1","0.8",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #37","Y","9/19/17","V",0.93,3.8,"1","0.8",NA,NA,NA,NA,NA
"49","LV1 P1 QNA #37-1","LV1",1,NA,"37-1",NA,NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.13",2.3,1,0.9,0,0,0,NA,"9/3/17","V",1.32,2.3,1,0.9,0,0,0,NA,"9/30/17","V",1.64,"2.7","1",1.3,0,0,0,NA,2.3,"9/12/17","V","1.32","2.3","1","0.9",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #37-1","Y","9/19/17","V",1.32,2.3,"1","0.9",NA,NA,NA,NA,NA
"50","LV1 P1 QNA #38","LV1",1,NA,"38","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #38","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","LV1 P1 QNA #38-1","LV1",1,NA,"38-1",NA,NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.39",10.7,5,NA,21,12,5,1.1,"9/3/17","F",2.39,13.2,5,NA,12,11,17,5.1,"9/30/17","P",2.71,"13.2","4",NA,0,0,14,"5.5",NA,"9/12/17","F","2.39","13.2","5",NA,"4","2","21","5.6",NA,NA,"LV1 P1 QNA #38-1","Y","9/19/17","P",2.39,13.2,"5",NA,0,0,25,5.6,NA
"52","LV1 P1 QNA #39","LV1",1,NA,"39","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #39","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","LV1 P1 QNA #4","LV1",1,NA,"4","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #4","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","LV1 P1 QNA #40","LV1",1,NA,"40","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #40","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","LV1 P1 QNA #41","LV1",1,NA,"41","(8/9/17)","V","N","8/9/17","1.76",2.2,1,1,0,0,0,NA,"B","8/15/17","1.76",3.5,1,NA,4,0,0,NA,"F","8/22/17","1.76",5,3,NA,16,1,0,NA,"F","8/29/17","1.76",5,3,NA,11,6,0,1.1,"9/3/17","F",2.3,8.1,3,NA,4,6,4,1.1,"9/30/17","P",2.71,"8","2",NA,0,0,9,"4.1",NA,"9/12/17","P","2.3","8.1","3",NA,"3","0","9","4.1",NA,NA,"LV1 P1 QNA #41","Y","9/19/17","P",2.3,8.1,"3",NA,0,0,8,4.1,NA
"56","LV1 P1 QNA #42","LV1",1,NA,"42","(8/9/17)","V","Y","8/9/17","3.4",3.5,2,0.7,0,0,0,NA,"V","8/15/17","3.4",3.5,2,0.7,0,0,0,NA,"B","8/22/17","3.4",3.5,2,NA,8,0,0,NA,"F","8/29/17","3.4",3.5,2,NA,10,1,0,NA,"9/3/17","F",3.4,8.5,2,NA,9,4,0,NA,"9/30/17","S",3.27,"7.6","2",NA,0,0,2,"2",NA,"9/12/17","F","3.4","9","2",NA,"4","1","3","3","Herbivory",NA,"LV1 P1 QNA #42","Y","9/19/17","P",3.4,9,"2",NA,0,0,2,2,"herb"
"57","LV1 P1 QNA #43","LV1",1,NA,"43","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"V","8/22/17","2.26",4.5,5,0.4,0,0,0,NA,"V","8/29/17","2.79",3.5,4,NA,1,0,0,NA,"9/3/17","V",2.79,3.5,4,NA,0,0,0,NA,"9/30/17","V",3.25,"2.7","3",0.9,0,0,0,NA,2,"9/12/17","V","2.79","3.5","4",NA,NA,NA,NA,NA,"D --> F",NA,"LV1 P1 QNA #43","Y","9/19/17","V",2.79,3.5,"4","MISSING",NA,NA,NA,NA,NA
"58","LV1 P1 QNA #43-1","LV1",1,NA,"43-1",NA,NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","0.98",1.1,1,0.7,0,0,0,NA,"9/3/17","V",1.16,1.1,1,0.7,0,0,0,NA,"9/30/17","V",1.19,"1.1","1",1.1,0,0,0,NA,2.1,"9/12/17","V","1.16","1.1","1","0.9",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #43-1","Y","9/19/17","V",1.16,1.1,"1","0.7",NA,NA,NA,NA,NA
"59","LV1 P1 QNA #43-2","LV1",1,NA,"43-2",NA,NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","0.83",2,1,0.8,0,0,0,NA,"9/3/17","V",1.12,2,1,0.8,0,0,0,NA,"9/30/17","V",1.48,"2.7","1",1.2,0,0,0,NA,2.3,"9/12/17","V","1.12","2","1","0.8",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #43-2","Y","9/19/17","V",1.12,2,"1","0.8",NA,NA,NA,NA,NA
"60","LV1 P1 QNA #43-3","LV1",1,NA,"43-3",NA,NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.07",0.9,1,0.6,0,0,0,NA,"9/3/17","V",1.07,1.5,1,0.6,0,0,0,NA,"9/30/17","V",1.27,"2.3","1",0.9,0,0,0,NA,1.8,"9/12/17","V","1.09","1.5","1","0.6",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #43-3","Y","9/19/17","V",1.07,1.5,"1","0.6",NA,NA,NA,NA,NA
"61","LV1 P1 QNA #44","LV1",1,NA,"44","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #44","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","LV1 P1 QNA #45","LV1",1,NA,"45","(8/9/17)","V","Y","8/9/17","3.3",5.5,5,0.6,0,0,0,NA,"V","8/15/17","3.3",5.5,5,0.6,0,0,0,NA,"B","8/22/17","3.3",5.5,5,NA,3,0,0,NA,"B","8/29/17","3.3",5.5,5,NA,3,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #45","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","LV1 P1 QNA #46","LV1",1,NA,"46","(8/9/17)","V","Y","8/9/17","3.94",7.5,6,1.4,0,0,0,NA,"V","8/15/17","3.94",7.5,6,1.4,0,0,0,NA,"V","8/22/17","3.94",7.4,6,1.4,0,0,0,NA,"V","8/29/17","3.94",7.4,6,1.4,0,0,0,NA,"9/3/17","V",3.94,7.4,6,1.1,0,0,0,NA,"9/30/17","V",4.81,"8.2","2",1.2,0,0,0,NA,1.3,"9/12/17","V","3.94","7.4","6","1.1",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #46","Y","9/19/17","V",3.94,7.4,"6","1.1",NA,NA,NA,NA,NA
"64","LV1 P1 QNA #47","LV1",1,NA,"47","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #47","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","LV1 P1 QNA #48","LV1",1,NA,"48","(8/9/17)","V","Y","8/9/17","1.6",2.1,1,1,0,0,0,NA,"B","8/15/17","1.6",2.1,1,NA,2,0,0,NA,"B","8/22/17","1.6",2.1,1,1,0,0,0,NA,"V","8/29/17","1.6",2.1,1,1,0,0,0,NA,"9/3/17","V",1.6,2.1,1,1,0,0,0,NA,"9/30/17","V",2.02,"1.6","1",0.9,0,0,0,NA,0.7,"9/12/17","V","1.6","2.1","1","1",NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #48","Y","9/19/17","V",1.6,2.1,"1","2",NA,NA,NA,NA,NA
"66","LV1 P1 QNA #49","LV1",1,NA,"49","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,"0 G alive (18 Died) ",NA,"LV1 P1 QNA #49","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","LV1 P1 QNA #5","LV1",1,NA,"5","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #5","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","LV1 P1 QNA #50","LV1",1,NA,"50","(8/9/17)","V","Y","8/9/17","2.44",7,3,0.8,0,0,0,NA,"B","8/15/17","2.44",7,3,NA,3,0,0,NA,"B","8/22/17","2.44",7,3,NA,7,0,0,NA,"V","8/29/17","2.44",7,3,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #50","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","LV1 P1 QNA #51","LV1",1,NA,"51","(8/9/17)","V","Y","8/9/17","3.91",5,4,2.5,0,0,0,NA,"V","8/15/17","3.91",5,4,2.5,0,0,0,NA,"B","8/22/17","3.91",5,4,NA,52,0,0,NA,"F","8/29/17","3.91",5,4,NA,74,7,0,NA,"9/3/17","F",4.46,19.1,3,NA,45,34,1,0.6,"9/30/17","S",4.72,"16.5","4",NA,0,0,0,NA,NA,"9/12/17","F","4.46","19.1","3",NA,"6","2","3","3.6",NA,NA,"LV1 P1 QNA #51","Y","9/19/17","P",4.46,19.1,"3",NA,0,0,2,3.6,"herb"
"70","LV1 P1 QNA #52","LV1",1,NA,"52","(8/9/17)","B","Y","8/9/17","4.16",10,5,NA,3,0,0,NA,"B","8/15/17","4.16",10,5,NA,3,0,0,NA,"B","8/22/17","4.16",10,5,NA,3,0,0,NA,"B","8/29/17","4.16",10,5,NA,18,0,0,NA,"9/3/17","F",4.16,11,5,NA,23,4,0,NA,"9/30/17","S",4.09,"12","4",NA,0,0,0,NA,NA,"9/12/17","F","4.16","12.5","5",NA,"5","3","3","1",NA,NA,"LV1 P1 QNA #52","Y","9/19/17","P",4.16,12.5,"5",NA,0,0,0,NA,"pods fell off, stem damage"
"71","LV1 P1 QNA #53","LV1",1,NA,"53","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #53","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","LV1 P1 QNA #6","LV1",1,NA,"6","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #6","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","LV1 P1 QNA #6-1","LV1",1,NA,"1-Jun","(8/29/2017)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","3.78",14,3,NA,23,15,0,NA,"9/3/17","F",3.78,14.5,3,NA,13,11,14,5.4,"9/30/17","P",2.73,"15","3",NA,0,0,14,"6.4",NA,"9/12/17","F","3.78","14.5","3",NA,"8","1","15","6.2",NA,NA,"LV1 P1 QNA #6-1","Y","9/19/17","P",3.78,14.5,"3",NA,NA,0,19,6.2,NA
"74","LV1 P1 QNA #7","LV1",1,NA,"7","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #7","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","LV1 P1 QNA #8","LV1",1,NA,"8","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/15/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P1 QNA #8","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","LV1 P1 QNA #8-1","LV1",1,NA,"1-Aug","(8/29/2017)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/15/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.42",11,1,NA,10,5,0,NA,"9/3/17","F",2.42,12,1,NA,6,5,3,1.5,"9/30/17","S",2.3,"14.1","1",NA,0,0,5,"5.3",NA,"9/12/17","F","2.42","13","1",NA,"4","2","4","5.5",NA,NA,"LV1 P1 QNA #8-1","Y","9/19/17","P",2.42,13,"1",NA,4,0,11,5.6,NA
"77","LV1 P1 QNA #9","LV1",1,NA,"9","(8/9/17)","V","Y","8/9/17","2.55",3.5,4,1.2,0,0,0,NA,"B","8/15/17","2.55",4,4,NA,4,0,0,NA,"B","8/22/17","2.55",4,4,NA,17,0,0,NA,"F","8/29/17","2.55",NA,4,NA,15,8,0,NA,"9/3/17","F",3.23,13.5,4,NA,7,9,8,4,"9/30/17","S",3.1,"14.5","4",NA,0,0,11,"5.7",NA,"9/12/17","F","3.23","14","4",NA,"4","3","16","6",NA,NA,"LV1 P1 QNA #9","Y","9/19/17","F",2.23,14,"4",NA,4,1,19,6,NA
"78","LV1 P2 QNA #0-1","LV1",2,NA,"0-1","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","1.96",5.2,3,NA,11,0,0,NA,"F","8/29/17","2.4",7.2,7,NA,38,1,0,NA,"9/3/17","F",2.4,7.2,7,NA,34,1,0,NA,"9/30/17","P",2.58,"6.5","4",NA,4,0,1,"0.2",NA,"9/12/17","F","2.4","7.2","7",NA,"17","10","1","3.5",NA,NA,"LV1 P2 QNA #0-1","Y","9/19/17","F",2.4,7.2,"7",NA,9,3,1,0.3,"pod not same as last time"
"79","LV1 P2 QNA #0-10","LV1",2,NA,"0-10","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.53",2,1,0.7,0,0,0,NA,"9/3/17","V",1.53,2.6,1,0.7,0,0,0,NA,"9/30/17","X",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","V","1.53","2.6","1","0.7",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #0-10","Y","9/19/17","V",1.53,2.6,"1","0.7",NA,NA,NA,NA,NA
"80","LV1 P2 QNA #0-11","LV1",2,NA,"0-11","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.41",2.1,1,1.3,0,0,0,NA,"9/3/17","V",1.63,2.1,1,1.3,0,0,0,NA,"9/30/17","V",2.04,"1.6","1",1.4,0,0,0,NA,3,"9/12/17","V","1.63","2.1","1","0.3",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #0-11","Y","9/19/17","V",1.63,2.1,"1","1.3",NA,NA,NA,NA,NA
