site,plot,quad,ind,uniqueID,itero.per,emerg.date,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018
LV1,1,NA,36,LV1 P1 QNA #36,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,37,LV1 P1 QNA #37,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,37-1,LV1 P1 QNA #37-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38,LV1 P1 QNA #38,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-1,LV1 P1 QNA #38-1,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-2,LV1 P1 QNA #38-2,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.7,1,1.3,NA,NA,NA,NA,herb 1a,1,NA,8/5/18,P?,1.04,1.5,1,NA,0,0,0,NA,"herb 2b (1) totally eaten, no green",2,NA,8/27/18,V,2.6,1,0.2,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-3,LV1 P1 QNA #38-3,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.1,1,1.1,NA,NA,NA,NA,NA,0,NA,8/5/18,P?,1.11,1.2,1,NA,0,0,0,NA,"herb 2b (1) totally eaten, no green",2,NA,8/27/18,V,2.7,1,0.4,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-4,LV1 P1 QNA #38-4,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,16.2,1,NA,5,8,4,NA,NA,0,NA,8/5/18,P?,1.78,5.5,1,NA,0,0,0,NA,herb 2b (1) growing back tiny leaves,2,NA,8/27/18,V,5.7,1,0.5,NA,NA,NA,NA,"herb 2b (1), 4 secondary branches",2,NA
LV1,1,NA,38-5,LV1 P1 QNA #38-5,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,13,1,NA,5,5,2,NA,NA,0,NA,8/5/18,P,1.59,14,1,NA,0,0,3,7,these 5 plants are extremely similar - probably from same mom (pic),0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-6,LV1 P1 QNA #38-6,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,13.4,1,NA,5,6,5,NA,NA,0,NA,8/5/18,P,1.88,14,1,NA,0,0,7,6.1,these 5 plants are extremely similar - probably from same mom (pic),0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-7,LV1 P1 QNA #38-7,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,12.1,1,NA,5,5,2,NA,NA,0,NA,8/5/18,P,1.78,13.5,1,NA,0,0,5,6,these 5 plants are extremely similar - probably from same mom (pic),0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-8,LV1 P1 QNA #38-8,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,12.9,1,NA,5,6,3,NA,NA,0,NA,8/5/18,P,1.61,13.6,1,NA,0,0,5,6,these 5 plants are extremely similar - probably from same mom (pic),0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,38-9,LV1 P1 QNA #38-9,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,10.2,1,NA,5,7,3,NA,NA,0,NA,8/5/18,P,1.76,12.5,1,NA,0,0,4,5.9,these 5 plants are extremely similar - probably from same mom (pic). 8 germ ~ 2 ft to right,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,39,LV1 P1 QNA #39,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,Lots of Veg (39),NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,4,LV1 P1 QNA #4,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,40,LV1 P1 QNA #40,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,(40) 2-3 possible germinants,0,4 Budding,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,40-1,LV1 P1 QNA #40-1,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,1.7,1,1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.59,2.5,1,1.2,NA,NA,NA,NA,NA,0,NA,8/27/18,V,3.2,1,1,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,40-2,LV1 P1 QNA #40-2,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.6,1,0.7,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.31,2.7,1,0.9,NA,NA,NA,NA,NA,0,NA,8/27/18,V,3.7,1,0.8,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,41,LV1 P1 QNA #41,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,42,LV1 P1 QNA #42,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,43,LV1 P1 QNA #43,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,Some Veg.,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,43-1,LV1 P1 QNA #43-1,N,7/18/18,6/30/18,V,NA,NA,1.8,1,1.2,NA,NA,NA,0,NA,NA,2.4,7/18/18,F,NA,12.2,1,NA,5,6,3,NA,NA,0,NA,8/5/18,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,can't find,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,LOST,0,NA
LV1,1,NA,43-2,LV1 P1 QNA #43-2,N,7/18/18,6/30/18,V,NA,NA,3,1,1.5,NA,NA,NA,0,NA,NA,2.7,7/18/18,F,NA,14.9,1,NA,8,8,2,NA,NA,0,NA,8/5/18,P,1.84,18,1,NA,0,0,5,6.2,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,43-2-1,LV1 P1 QNA #43-2-1,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,13.5,1,NA,8,9,2,NA,NA,0,NA,8/5/18,P,2.4,18,1,NA,0,0,7,6.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,43-3,LV1 P1 QNA #43-3,N,7/18/18,6/30/18,V,NA,NA,2.1,1,0.9,NA,NA,NA,0,NA,NA,2.2,7/18/18,F,NA,7.2,1,NA,6,2,0,NA,NA,0,NA,8/5/18,F,2.25,11.1,1,NA,0,1,4,5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,44,LV1 P1 QNA #44,N,7/18/18,6/30/18,Can't Find,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,45,LV1 P1 QNA #45,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,46,LV1 P1 QNA #46,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,47,LV1 P1 QNA #47,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,48,LV1 P1 QNA #48,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,49,LV1 P1 QNA #49,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,5,LV1 P1 QNA #5,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,50,LV1 P1 QNA #50,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,51,LV1 P1 QNA #51,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,52,LV1 P1 QNA #52,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,53,LV1 P1 QNA #53,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,6,LV1 P1 QNA #6,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,1-Jun,LV1 P1 QNA #6-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,7,LV1 P1 QNA #7,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,8,LV1 P1 QNA #8,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,1-Aug,LV1 P1 QNA #8-1,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Can't Find,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,9,LV1 P1 QNA #9,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,N,2017,6/30/18,B,NA,NA,NA,NA,NA,NA,NA,NA,0,5 budding near 24,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,N,2017,6/30/18,B,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,N,2017,6/30/18,B,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,N,2017,6/30/18,B,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,1,NA,NA,LV1 P1 QNA #NA,N,2017,6/30/18,B,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-1,LV1 P2 QNA #0-1,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-10,LV1 P2 QNA #0-10,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-11,LV1 P2 QNA #0-11,Y,2017,6/30/18,V,1.4,1,1.5,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,10.5,3,NA,19,6,0,NA,NA,0,NA,8/5/18,P,2.38,14.4,2,NA,0,0,12,6.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-12,LV1 P2 QNA #0-12,Y,2017,6/30/18,Alive on 7/10 ,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,B,NA,3.5,3,NA,15,NA,NA,NA,"herb 2b (AM chopped, maybe broken since iteroparous perennial)",2,NA,8/5/18,F,2.49,9.4,3,NA,13,6,17,4.4,herb 2b (1),2,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-12-1,LV1 P2 QNA #0-12-1,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,5.5,1,NA,10,1,0,NA,NA,0,NA,8/5/18,P,1.37,8.2,1,NA,3,0,5,4.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-2,LV1 P2 QNA #0-2,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-3,LV1 P2 QNA #0-3,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-4,LV1 P2 QNA #0-4,Y,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,B,NA,9.5,4,NA,54,0,0,NA,herb 2a OR A.M. broken (itero),2,NA,8/5/18,P?,5.56,6,4,NA,0,0,0,NA,herb 2b (9) total # branches 2ndary = 14,2,NA,8/27/18,V/P?,9,4,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-5,LV1 P2 QNA #0-5,Y,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,F,NA,10.3,3,NA,23,3,0,NA,NA,0,NA,8/5/18,F,3.33,15.4,4,NA,4,1,10,5.4,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-6,LV1 P2 QNA #0-6,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-7,LV1 P2 QNA #0-7,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-8,LV1 P2 QNA #0-8,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-9,LV1 P2 QNA #0-9,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Still Under Snow Canopy,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,0-9-1,LV1 P2 QNA #0-9-1,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,B,NA,4.7,2,NA,22,NA,NA,NA,NA,0,NA,8/5/18,F,3.14,12.8,3,NA,13,6,7,4.5,"herb 1a, herb 2b (1)",1.5,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,dislodged somewhat,0,NA
LV1,2,NA,1,LV1 P2 QNA #1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,10,LV1 P2 QNA #10,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Oct,LV1 P2 QNA #10-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,10-Oct,LV1 P2 QNA #10-10,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,10.5,1,NA,4,4,5,NA,NA,NA,0,NA,8/5/18,P,1.73,12,1,NA,0,0,3,5.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Oct,LV1 P2 QNA #10-2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,2 budding nearby,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
