"","uniqueID","site","plot","quad","ind","year","elevation","date","jday","meltdate","jmeltdate","branchdamage","buds","canopywidth","flrs","fruits","height","herb","longestfruit","longestleaf","phen","stemdiam","totalbranch","herb1","herb2","anyherb","buds1"
"1676","LV3 P2 QNA #18","LV3","2","NA","18",2017,2353,2017-08-28,240,NA,NA,NA,0,NA,0,0,"9.3",NA,NA,NA,"S","2.95",2,0,0,0,NA
"1677","LV3 P2 QNA #19","LV3","2","NA","19",2017,2353,2017-08-28,240,NA,NA,NA,6,NA,1,2,"10.9",NA,"5.5",NA,"F","3.41",1,0,0,0,NA
"1678","LV3 P2 QNA #20","LV3","2","NA","20",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX",NA,NA,0,0,0,NA
"1679","LV3 P2 QNA #21","LV3","2","NA","21",2017,2353,2017-08-28,240,NA,NA,NA,16,NA,1,7,"25",NA,"8.6",NA,"F","5.14",5,0,0,0,NA
"1680","LV3 P2 QNA #22","LV3","2","NA","22",2017,2353,2017-08-28,240,NA,NA,NA,22,NA,17,46,"20.2",NA,"7.1",NA,"F","5.89",8,0,0,0,NA
"1681","LV3 P2 QNA #23","LV3","2","NA","23",2017,2353,2017-08-28,240,NA,NA,NA,0,NA,0,2,"11",NA,"4.4",NA,"P","2.29",3,0,0,0,NA
"1682","LV3 P2 QNA #24","LV3","2","NA","24",2017,2353,2017-08-28,240,NA,NA,NA,15,NA,8,8,"15.2",NA,"7.6",NA,"F","4.13",5,0,0,0,NA
"1683","LV3 P2 QNA #25","LV3","2","NA","25",2017,2353,2017-08-28,240,NA,NA,NA,4,NA,0,3,"12.3","2","4.6",NA,"P","3.62",3,0,1,1,NA
"1684","LV3 P2 QNA #26","LV3","2","NA","26",2017,2353,2017-08-28,240,NA,NA,NA,11,NA,2,3,"15",NA,"6.8",NA,"F","2.39",5,0,0,0,NA
"1685","LV3 P2 QNA #27","LV3","2","NA","27",2017,2353,2017-08-28,240,NA,NA,NA,1,NA,2,4,"16.5",NA,"7.7",NA,"F","1.79",2,0,0,0,NA
"1686","LV3 P2 QNA #28","LV3","2","NA","28",2017,2353,2017-08-28,240,NA,NA,NA,0,NA,0,2,"10.5",NA,"3.6",NA,"F","5.18",9,0,0,0,NA
"1687","LV3 P2 QNA #29","LV3","2","NA","29",2017,2353,2017-08-28,240,NA,NA,NA,0,NA,0,0,"14","2",NA,NA,"P","3.97",6,0,1,1,NA
"1688","LV3 P2 QNA #30","LV3","2","NA","30",2017,2353,2017-08-28,240,NA,NA,NA,3,NA,0,4,"14",NA,"4.4",NA,"P","3.48",4,0,0,0,NA
"1689","LV3 P2 QNA #30-1","LV3","2","NA","30-1",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1690","LV3 P2 QNA #31","LV3","2","NA","31",2017,2353,2017-08-28,240,NA,NA,NA,28,NA,12,19,"20.5",NA,"6.2",NA,"F","5.01",6,0,0,0,NA
"1691","LV3 P2 QNA #31-1","LV3","2","NA","31-1",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,NA,"3.1","V","3.34",1,0,0,0,NA
"1692","LV3 P2 QNA #32","LV3","2","NA","32",2017,2353,2017-08-28,240,NA,NA,NA,10,NA,6,5,"9.5",NA,"5.7",NA,"F","2.47",5,0,0,0,NA
"1693","LV3 P2 QNA #33","LV3","2","NA","33",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SX",NA,NA,0,0,0,NA
"1694","LV3 P2 QNA #34","LV3","2","NA","34",2017,2353,2017-08-28,240,NA,NA,NA,3,NA,4,7,"20.5",NA,"7.8",NA,"F","5.39",4,0,0,0,NA
"1695","LV1 P1 QNA #19-1-1","LV1","1","NA","19-1-1",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1696","LV1 P1 QNA #19-1-4","LV1","1","NA","19-1-4",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1697","LV1 P1 QNA #19-1-5","LV1","1","NA","19-1-5",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1698","LV1 P1 QNA #19-5","LV1","1","NA","19-5",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1699","LV1 P1 QNA #21-1","LV1","1","NA","21-1",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1700","LV1 P1 QNA #24-1-1","LV1","1","NA","24-1-1",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1701","LV1 P1 QNA #24-1-2","LV1","1","NA","24-1-2",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1702","LV1 P1 QNA #24-1-3","LV1","1","NA","24-1-3",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1703","LV1 P1 QNA #24-1-4","LV1","1","NA","24-1-4",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1704","LV1 P1 QNA #38-2","LV1","1","NA","38-2",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1705","LV1 P1 QNA #40-1","LV1","1","NA","40-1",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1706","LV1 P1 QNA #40-2","LV1","1","NA","40-2",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1707","LV1 P2 QNA #0-9-1","LV1","2","NA","0-9-1",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1708","LV1 P2 QNA #10-10","LV1","2","NA","10-10",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1709","LV1 P2 QNA #10-9","LV1","2","NA","10-9",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1710","LV1 P2 QNA #23","LV1","2","NA","23",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1711","LV1 P2 QNA #24","LV1","2","NA","24",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1712","LV1 P2 QNA #25","LV1","2","NA","25",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1713","LV2 P1 QNA #56","LV2","1","NA","56",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1714","LV2 P1 QNA #57","LV2","1","NA","57",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1715","LV2 P1 QNA #58","LV2","1","NA","58",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1716","LV2 P1 QNA #59","LV2","1","NA","59",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1717","LV2 P1 QNA #60","LV2","1","NA","60",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1718","LV2 P1 QNA #62","LV2","1","NA","62",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1719","LV2 P1 QNA #68","LV2","1","NA","68",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1720","LV2 P1 QNA #73","LV2","1","NA","73",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1721","LV2 P1 QNA #74","LV2","1","NA","74",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1722","LV2 P1 QNA #75","LV2","1","NA","75",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1723","LV2 P2 QNA #51","LV2","2","NA","51",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1724","LV2 P2 QNA #52","LV2","2","NA","52",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1725","LV2 P2 QNA #53","LV2","2","NA","53",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1726","LV2 P2 QNA #54","LV2","2","NA","54",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1727","LV2 P2 QNA #57","LV2","2","NA","57",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1728","LV2 P2 QNA #58","LV2","2","NA","58",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1729","LV2 P2 QNA #59","LV2","2","NA","59",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1730","LV2 P2 QNA #60","LV2","2","NA","60",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1731","LV2 P2 QNA #62","LV2","2","NA","62",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1732","LV2 P2 QNA #63","LV2","2","NA","63",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1733","LV2 P2 QNA #64","LV2","2","NA","64",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1734","LV2 P2 QNA #65","LV2","2","NA","65",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1735","LV2 P2 QNA #66","LV2","2","NA","66",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1736","LV2 P2 QNA #68","LV2","2","NA","68",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1737","LV3 P1 QNA #76","LV3","1","NA","76",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1738","LV3 P1 QNA #97","LV3","1","NA","97",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1739","LV3 P1.5 QNA #51","LV3","1.5","NA","51",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1740","LV3 P1.5 QNA #52","LV3","1.5","NA","52",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1741","LV3 P1.5 QNA #55","LV3","1.5","NA","55",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1742","LV3 P1.5 QNA #58","LV3","1.5","NA","58",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1743","LV3 P1.5 QNA #61","LV3","1.5","NA","61",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1744","LV3 P1.5 QNA #62","LV3","1.5","NA","62",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1745","LV3 P1.5 QNA #63","LV3","1.5","NA","63",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1746","LV3 P1.5 QNA #65","LV3","1.5","NA","65",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1747","LV3 P1.5 QNA #66","LV3","1.5","NA","66",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1748","LV3 P1.5 QNA #70","LV3","1.5","NA","70",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1749","LV3 P1.5 QNA #71","LV3","1.5","NA","71",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1750","LV3 P1.5 QNA #73","LV3","1.5","NA","73",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1751","LV3 P1.5 QNA #74","LV3","1.5","NA","74",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1752","LV3 P1.5 QNA #75","LV3","1.5","NA","75",2017,2353,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1753","LVTR1 PNA QNA #30","LVTR1","NA","NA","30",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1754","LVTR1 PNA QNA #31","LVTR1","NA","NA","31",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1755","LVTR1 PNA QNA #32","LVTR1","NA","NA","32",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1756","LVTR1 PNA QNA #34","LVTR1","NA","NA","34",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1757","LVTR1 PNA QNA #37","LVTR1","NA","NA","37",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1758","LVTR1 PNA QNA #41","LVTR1","NA","NA","41",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1759","LVTR1 PNA QNA #42","LVTR1","NA","NA","42",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1760","LVTR1 PNA QNA #49","LVTR1","NA","NA","49",2017,2756,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1761","LVTR2 PNA QNA #26","LVTR2","NA","NA","26",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1762","LVTR2 PNA QNA #27","LVTR2","NA","NA","27",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1763","LVTR2 PNA QNA #28","LVTR2","NA","NA","28",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1764","LVTR2 PNA QNA #29","LVTR2","NA","NA","29",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1765","LVTR2 PNA QNA #30","LVTR2","NA","NA","30",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1766","LVTR2 PNA QNA #31","LVTR2","NA","NA","31",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1767","LVTR2 PNA QNA #32","LVTR2","NA","NA","32",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1768","LVTR2 PNA QNA #33","LVTR2","NA","NA","33",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1769","LVTR2 PNA QNA #34","LVTR2","NA","NA","34",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1770","LVTR2 PNA QNA #35","LVTR2","NA","NA","35",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1771","LVTR2 PNA QNA #36","LVTR2","NA","NA","36",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1772","LVTR2 PNA QNA #37","LVTR2","NA","NA","37",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1773","LVTR2 PNA QNA #38","LVTR2","NA","NA","38",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1774","LVTR2 PNA QNA #39","LVTR2","NA","NA","39",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1775","LVTR2 PNA QNA #40","LVTR2","NA","NA","40",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1776","LVTR2 PNA QNA #41","LVTR2","NA","NA","41",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1777","LVTR2 PNA QNA #42","LVTR2","NA","NA","42",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1778","LVTR2 PNA QNA #43","LVTR2","NA","NA","43",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1779","LVTR2 PNA QNA #44","LVTR2","NA","NA","44",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1780","LVTR2 PNA QNA #45","LVTR2","NA","NA","45",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1781","LVTR2 PNA QNA #46","LVTR2","NA","NA","46",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1782","LVTR2 PNA QNA #47","LVTR2","NA","NA","47",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1783","LVTR2 PNA QNA #48","LVTR2","NA","NA","48",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1784","LVTR2 PNA QNA #49","LVTR2","NA","NA","49",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1785","LVTR2 PNA QNA #50","LVTR2","NA","NA","50",2017,2808,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1786","LVTR2.5 PNA QNA #26","LVTR2.5","NA","NA","26",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1787","LVTR2.5 PNA QNA #28","LVTR2.5","NA","NA","28",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1788","LVTR2.5 PNA QNA #31","LVTR2.5","NA","NA","31",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1789","LVTR2.5 PNA QNA #32","LVTR2.5","NA","NA","32",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1790","LVTR2.5 PNA QNA #33","LVTR2.5","NA","NA","33",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1791","LVTR2.5 PNA QNA #34","LVTR2.5","NA","NA","34",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1792","LVTR2.5 PNA QNA #35","LVTR2.5","NA","NA","35",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1793","LVTR2.5 PNA QNA #36","LVTR2.5","NA","NA","36",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1794","LVTR2.5 PNA QNA #37","LVTR2.5","NA","NA","37",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1795","LVTR2.5 PNA QNA #38","LVTR2.5","NA","NA","38",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1796","LVTR2.5 PNA QNA #39","LVTR2.5","NA","NA","39",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1797","LVTR2.5 PNA QNA #41","LVTR2.5","NA","NA","41",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1798","LVTR2.5 PNA QNA #42","LVTR2.5","NA","NA","42",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1799","LVTR2.5 PNA QNA #43","LVTR2.5","NA","NA","43",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1800","LV1 P2 QNA #9-9","LV1","2","NA","9-9",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1801","LV1 P1 QNA #21-2","LV1","1","NA","21-2",2017,2593,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1802","LV2 P2 QNA #NA","LV2","2","NA","NA",2017,2500,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1803","LVTR2.5 PNA QNA #8-1","LVTR2.5","NA","NA","8-1",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1804","LVTR2.5 PNA QNA #9-1","LVTR2.5","NA","NA","9-1",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1805","LVTR2.5 PNA QNA #3.18","LVTR2.5","NA","NA","3.18",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1806","LVTR2.5 PNA QNA #19.18","LVTR2.5","NA","NA","19.18",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1807","LVTR2.5 PNA QNA #20.18","LVTR2.5","NA","NA","20.18",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1808","LVTR2.5 PNA QNA #22.18","LVTR2.5","NA","NA","22.18",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1809","LVTR2.5 PNA QNA #77","LVTR2.5","NA","NA","77",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1810","LVTR2.5 PNA QNA #51","LVTR2.5","NA","NA","51",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1811","LVTR2.5 PNA QNA #52","LVTR2.5","NA","NA","52",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1812","LVTR2.5 PNA QNA #53","LVTR2.5","NA","NA","53",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1813","LVTR2.5 PNA QNA #54","LVTR2.5","NA","NA","54",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1814","LVTR2.5 PNA QNA #55","LVTR2.5","NA","NA","55",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1815","LVTR2.5 PNA QNA #56","LVTR2.5","NA","NA","56",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1816","LVTR2.5 PNA QNA #57","LVTR2.5","NA","NA","57",2017,2853,2017-08-28,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
